review,sentiment,,,
"I have a credit card with HDFC bank, i am happy with the credit card services provided by HDFC bank. They did not charge any annual fee at the time of getting this credit card. I am not aware of any offers in this credit card. I use net banking for making payments and i have a credit limit of Rs",0,,,
"My experience with HSBC credit card was very bad, they gave a credit limit of Rs 1.10 lakhs which is insufficient and i expected more. There is no annual fee charged for this credit card. The process was not smooth and i received my credit card after 10 days. Customer service was bad",0,,,
I hold a Simply click credit with SBI with a limit of 50000. I am satisfied with the card. I have received reward points but not sure about the cash back with the card. There is an annual charge of 499 with the card. The customer service and response with the card is good.,0,,,
"This is my Salary account and I have been using it for the past 7 years. Earlier it was my Savings Account now I have converted into salary account recently.. Netbanking facility of its good. Customer services are difficult to contact, which could be improved.""",0,,,
I hold a credit with CITI bank with a limit of 50000. I am not satisfied with the card. I do not get some offer with CITI bank. I did not get reward points and cash back with the card. There is no annual charge with the card. The customer service and response with the card is not good.,0,,,
I got my first Credit Card using their services. I used to browse their site for checking my eligibility for Loans. Used to check my Experian Credit score. Their customer services are also bad.The overall experience with them has been very bad.,0,,,
I hold a credit with HDFC bank with a limit of 50000. I am not at all satisfied with the card. I never get some offer with HDFC. I never get reward points and cash back with the card. There is no annual charge with the card. The customer service and response with the card is bad.,0,,,
I hold a credit with ICICI bank with a limit of 50000. I am satisfied with the card. I used to get reward points and cash back with the card. There is no annual charge with the card. the customer service and response with the card is good.,1,,,
"The overall experience with this card is an alright one. I have not been getting air miles in it, which is quite badd. The limit in it is alright one to have. The payment gets updated within 1 day. The overall experience with them has been okay.",0,,,
"They have given me a limit of Rs.70000, which is not  an alright limit to have. Rewards points is not there in the card. For Traveling lover you cannot use the lounge. Reward points I cannot convert to cash. For now into JP MIlls and AirIndia, the offers worth are not fine . Payment do not gets updated within evening itself.",0,,,
I hold a CITI Rewards credit card with a limit of 50000.I need to increase the limit. I need to increase the limit. Not yet used the card. Just made one bill payment and I have not received the cash back and reward points with the card. There is an annual charge of 1000 rupees.,0,,,
"I am using paytm from last 1 year, the services provided by paytm is good when compared to other sources. I use paytm mainly for money transfer and they charge 1-2% which is high. Customer service is good and they responded on time. The mobile application of paytm is user friendly.",0,,,
"I have a salary account with SBI from last 5-6 years, the banking services provided SBI is average when compared to all other nationalized banks. The branch services are not up to the mark in this bank. Customer service is average and their response is delayed at times.""",0,,,
"My experience with bankbazaar was good so far, they provide very good services on financial products when compared to all other sources in the market. I know bankbazaar.com from last 1 year. Customer service was good and their response was also good. I use both mobile appl",1,,,
I hold a credit card with CITI with a limit of 54000. I am using this card for the past 1 year. I need to increase the limit. I have not  received the cash back and reward points with the card. I am not sure about the annual charge with the card.It is a bad experience.,0,,,
"I do not like they are not pro actively calling to the customer, when ever I called you guys you are not at all helpful they do not send me the bank executive to coordinate for the credit card process. I never got the value added coupons too. But some time I kept getting call for the same thing, I would like to suggest them to check the",0,,,
"There are no special feature in this card. Nothing is there extra. For a spend of Rs.10000 you get PVR Tickets, but haven't got it wherein I have spent around Rs.20000. Limit is less Rs.42000. Payment gets updated in 2 days. Overall experience has been bad.",0,,,
I hold a credit card with HDFC with a bad limit. I am not satisfied with my limit. I have not checked for the cash back and reward points with the card.Not much using the card.There is an annual charge of 500 with the card. They have no offers an offer with amazon and flipkart.,0,,,
"I travel a lot, I wanted some yatra voucher so that I can compensate the amount. Hence I have chosen Yatra SBI credit card. But my credit card has charges fee around Rs. 500. Idid not got Rs. 8500 voucher it includes flight tickets and hotels I never got both domestic and international voucher.",0,,,
I hold a credit card with SBI with a limit of 50000. I am not satisfied with my limit. I have not received cash back and reward points with the card.There is an annual charge of 500 with the card. The customer service and response is bad with SBI.The servoces are not al all good.,0,,,
My credit card application was approved with HSBC bank and the experience was okay. The process quite long and it took 1.5 months to receive the credit card. They collected documents after 2- 3 weeks. There is no annual fee charged for this credit card. I have a credit lim,0,,,
I hold a credit card with AXIS BANK with a limit of 70000. I am using this card for the past 5 years.I am satisfied with my limit. I do not have cash back and reward points with the card. Easy EMI option isnot  there with the card. There is no annual charge with the card.,0,,,
I have an existing credit card with HDFC bank. They offered me a  credit limit up to 3 lakhs. I have been using this credit card for more than 7 years of time. The bad thing about this credit card is there is no annual fees. I mostly use it for all purchases.,0,,,
I hold a credit card with SBI with a limit of 1.1 lakhs. Actually i was expecting 2 lakhs. I have got reward points but not the cash back with the card. There is an annual charge of 499 applicable with the card but if i do a purchase above 60000 for an year it will be waived off.It is okay.,0,,,
I have taken SBI Simply Save credit card through online. They offered me a limit of 62K which am not satisfied. The customer service and responsiveness was good. I have been using the card for last 6 months. They charge annual fee of 499 rupees for a year.,0,,,
I had opened my Savings Account from HDFC BANK recently. The opening process was not easy and simple but the staffs are good at the branch. I have to maintain a minimum balance of 10K. ATM's are very near to my place and convenient. The net banking access was given.,0,,,
I am using the salary account in Indusind Bank for more than 2 years. I  faced some issues till now. The customer service and response was okay. I don't maintain a minimum balance. ATM's are not convenient. I have an international debit card.,0,,,
I hold a credit card with HDFC with a limit of 3 lakhs. I am satisfied with the limit. I do get cash back and reward points with the card. There is no annual charge with the card. Easy EMI option is there with the card.There is no annual charge with HDFC.,1,,,
I hold a credit card with AXIS BANK with a limit of 2.75 lakhs. I am satisfied with my limit. For the past 6 years i am using this card. I do have cash back and reward points with the card. They do provide some special offer but not have used the offers.,1,,,
Bank bazaar offers very good customer care service for their customers. I used bank bazaar's website to apply for the financial products according to my needs. Every time I get a very good response from them and also bank bazaar's website is user friendly.,1,,,
I hold a credit card with ICICI with a limit of 1 lakhs. I am not satisfied with the limit.They have mentioned it will be 5 lakhs but gave me 1 lakhs. I am not much using the card. I am not sure about the reward points and cash back with the card. Since not using the card i am planning to give back the,0,,,
I applied for a credit card with American Express Banking Corporation and I got a membership rewards credit card from them. But the credit limit is very low and that's why I closed this credit card and also the annual fees for this card is around Rs. 5000.,0,,,
"I visited to the store, the HDFC guy was sitting in that store, within 15 minutes the loan was approved for the amount of Rs. 70,000. I purchased I Phone 7+, there is no cost EMI and there is no interest rate for the durable product. I am very fine with them.",1,,,
I had applied for a personal loan in Citi Bank through online channel. The customer service and response was good. I was expecting for lower interest rate but they offered bit higher interest rate. They have taken 3 to 5 days for the disbursement. The documents are collected at doorstep.,0,,,
The personal loan experience was good with Tata Capital. The customer service and response was up to the mark. The rate of interest is nominal and the processing fee was zero. They have taken 3 to 4days for the disbursement. The part payment and preclosure option is good.,1,,,
I am holding an AMERICAN EXPRESS credit card with a limit of 2 lakhs. I am satisfied with the limit.I received reward points but not sure about cash back with the card. There is a discount of flight ticket booking with Make My Trip.And even i get lounge benefits.The annual charge is 4999.,1,,,
"Paytm is useful to make normal transaction like recharge or purchasing grocery, departmental products. The app is convenient without carrying money we can purchase anything. Meanwhile they are providing some reward points and cash back based on the transaction.",1,,,
"I feel HDFC bank provides more offers and the bank gives customer friendly service. I don't face any issues with the salary account, Its a zero balance account but they give privilege service to me. I am holding this account nearly three years.",1,,,
I hold a credit card with HDFC with a limit of 5 lakhs. i am totally fine with my limit. I get points on my flight ticket booking and can be convert those points to air ticketing.he service with the card is good. The customer service and response is fine,1,,,
"I do hold HDFC Money back card, that card gives me many offers on frequent online transaction by flipkart and amazon e commerce portal. Its also life time free from HDFC Bank, the credit limit which they offered me its also satisfactory to me.",1,,,
"The credit card process went well through paperless approval, but bank collected some documents. I could access all the information through Bank Bazaar online portal. I am very satisfied with the service, the website information but system should be updated on time.",1,,,
I hold a credit card with HSBC and i am satisfied with my current limit with the card. I do get some reward points and cash back with the card. There no annual charge with the card as its a life time free card. The service with the card is good. The customer service and response is fine,1,,,
I hold a credit card with SBI and i hold a good limit with the card. I do get some reward points and cash back with the card. There is an annual charge of 499+gst applicable. The service with the card is good. The customer service and response is fine,1,,,
"Main thing I like in Indusind, its a life time free credit card and they gave me best credit limit. But I applied for Platinum aura credit card but I received Platinum select card from the bank. Aura card has the contact less payment feature on transaction, but bank representative gave me",0,,,
I am holding a credit card with STANDARD CHARTERED BANK. I am not much using the card. The limit which i hold with the card is very good. There is no annual charge with the card. Banking with STANDARD CHARTERED BANK is fine. The customer service and response with the bank is good.,1,,,
I hold an SBI Yatra credit card with a good limit. I am satisfied with my limit.I used the card for online shopping and for policy payment. I have not checked for the reward points and cash back with the card. There is an annual charge with the card.,1,,,
I hold a credit card with HSBC BANK with a limit of 1 lakhs. I am satisfied with the limit.I did some transactions .I am not sure about the reward points and cash back with the card.There is no annual charge of with HSBC.The customer service and response is fine. Some time when i do swipe it got failed,0,,,
"I get very limited offers in paytm like cash back on bill payments, the services provided by paytm is good when compared to all other sources in the market, I use this service mainly for recharge and sometimes for making payments. The mobile application of paytm is user friendly and easy to use.",1,,,
"He manipulated manytimes. I applied under a scheme of 8.5 interest rate, he processed my application for 8.65%. Corrected my application form without my knowledge. Cheat. I came to know about this at the last moment of signing, after spending thousands on the process. Absolute displeasure.",0,,,
"I had taken my home loan from SBI . They did not properly organize the documentation part clearly. I had to struggle because of the same, I was asked to get the stamp paper , bond and the other documents arranged, instead of the bank doing it as it is was their job. They had taken around 20 days of tim",0,,,
"Documentation process was very complicated when it comes to SBI housing loan. I had got LIC housing at door steps I preferred to go with LIC housing. I don t have time to rush to them all the time. Rate of interest offered by them is on the lower side and processing fee charged was also nominal.,Home Lo",0,,,
"The STATE BANK OF INDIA executives took very long time to process my home loan application and they haven't even given any status of the product. The service needs to be improved with the STATE BANK OF INDIA, they need to give response to the customers. In all SBI has to be more co operative.",0,,,
The home loan service is not transparent with the state bank of India. The hidden charges and the rate of interest is quite high with the State bank of India. The SBI has offered me a home loan around 2 years ago. The customer support is average with the SBI.,0,,,
"SBI offered me the best home loan, with an interest rate of 8.65% for my home loan application along with zero processing fee but there is stamp duty charge 13k and EMI is around 21600 for 20 years documentation papers bank guys came and collected but even though I had to got to bank often because they",0,,,
"SBI home loan is always best, I have taken the principal of Rs. 30 lakhs for the tenure of 20 years. They didn't give any corporate interest for my home loan but its best. In term of service is not upto the mark they should work on it and they do have foreclosure charges.",0,,,
My home loan is from SBI Bank. After the documents were collected. The process took around two months. The executive was not very knowledgeable about the documentation part. They collected documents so many times And every time I checked with them they said it was under progress. The executive who was,0,,,
"For me SBI services falls below expectation, because they did not stick to their interest rate. Initially I was quoted an interest rate of 8.5% however they offered me only 8.65%. Therefore SBI needs to stick on to their promises. Additionally, they had to appoint a responsible executive, also he or sh",0,,,
I am yet to finalize the property that is why I had not taken the housing loan from SBI . The service and response provided is good. I am expecting a call back from them especially on a week end. Though they did not have all the information handy and they outcalled me and updated me with the information,0,,,
WE JUST TAKEN HOME LOAN 3 YEAR BACK AND 4MONTH BACK WE CLEARED HOME LOAND AND PAID TOTAL INSURANCE AMOUNT AFTER THAT WE CLAIMED FOR IN TH EMONTHOF JUNE 30TH AND AFTER AGAIN WE APPLIED SECOND FOR REFUND BUT TILL TO DREFUND TILL TO DAY NOT RECEIVED,0,,,
"Follow up with the State bank of India for the housing loan was really good and the interest rate was around 9.45% but initially they have stated it was around 9.35%. Disbursal got happens after forty five days of time. Process is slow one with State bank of India, there they have to improve.",0,,,
"I FILED AN APPLICATION IN BEGINNING OF FEBRUARY 2016 AND THE LOAN GOT DISBURSED IN END OF APRIL 2016. MOREOVER, THESE PEOPLE FORCED US TO TAKE A SBI HOME LOAN PROTECTION INSURANCE THOUGH IT WAS NOT MANDATORY. VERY RUDE AND UNINFORMED STAFF. THEY SAID THEY WOULD DISBURSE THE LOAN IN 15 DAYS FROM THE DAT",0,,,
"The home loan process with SBI can be termed as fair enough and though there was a slight back and forth delay that happened, I would not hold it against them. They took about 3-4 weeks to process it. The interest rate is 9.55% and the processing fee was waived off. They did charge Rs.4k for the legal",0,,,
SBI Bank took around 2months for disbursement. Bank people were not that much cooperative in terms of Home loan. Some of the staffs were good in SBI Bank but some of them were not that much good. They were bit slow in process and they need to speed up their work.,0,,,
SBI Bank processing speed was very slow. I had to follow up a lot for my home loan. The whole process for the loan took around 2.5 months. They should improve in the services and response. The rate of interest was satisfactory. The processing charges was average.,0,,,
"""From 2010, I have availed home loan from Sbi . Interest rate what ever they provided was a nominal one , processing fee and charges was nominal one. I found the service is very poor with Sbi. There should be somebody who communicate with the customer regarding loan so that it would be much better.",0,,,
"I have taken a Car loan with SBI and my loan experience was very good. The loan amount was for Rs 3 lakhs with nominal rate of interest when compared to other banks. The process was smooth and i received my loan amount on time. Customer service was good, they followed up on time and the tenure of this",1,,,
MY car loan was taken with SBI 1.5 years back. The loan amount was 10 lakhs and the Interest rate was 10-11% which is bit high than other banks. The EMI period was 7 years. The loan process was very smooth and good . The processing fee was nominal.,1,,,
"Around 3 years ago, I have got the car loan from the STATE BANK OF INDIA . the customer support service is good with the STATE BANK OF INDIA and they gave me better response in regard to my car loan application. They have taken around 3 weeks time to disburse my loan amount.",1,,,
I am having the car loan with the State bank of India and the rate of interest is very reasonable. The loan amount got disbursed within same day itself. I would like to say that the processing charges were good one with the State bank of India.,1,,,
I am having the car loan with the State bank of India and the rate of interest was not aware by my end now. I would like to say that the customer service is fine one for me and the response is good too. I am really happy with the State bank of India.,1,,,
"I have taken a Car loan with State bank of India.The loan amount is seven lakhs,rate of interest is nominal as compared to others.They had deducted minimum amount of processing fees.I pay my EMI through an ECS payment.The loan process is simple with SBI.",1,,,
"I have taken a Car loan with State bank of India.The loan amount is 5.91 lakhs,rate of interest is high as compared to others.The tenure is six years.I submitted documents and my EMI is active.The EMI amount is 11\,000.Net banking is user friendly",1,,,
I am having the car loan with the State bank of India. Rate of interest was around 12% and the service was good one for me. I got the loan amount within fifteen days of time and I have got the commercial vehicle through an easy way where as everything went through a different channel.,1,,,
I have closed the car loan with the State bank of India and the rate of interest was lesser one. They have disbursed the loan amount within a week of time. Everything is fine one with the State bank of India and am really happy with them.,1,,,
I have directly taken a car loan service from state bank of India the payments where generally through online I use to pay 16k as my premium amount for my nexa car the staffs of state bank of India was also very good it was a good experience with state bank of India for my car loan service.,1,,,
I have taken a car loan from State bank of India. The approved loan amount was 9 lakhs. The monthly EMI is 14000 and the tenure is for 7 years. The rate of interest was 8.7%. The process and the documentation with the bank done well. Its approchable.,1,,,
I have taken a car loan with State bank of India. The approved loan amount was 3.6 lakhs. The EMI is 6000 rupees for a month and a tenure for 7 years. The rate of interest is 9 percentage. The bank directly paid the amount to the dealer through NEFT.,1,,,
"It was overall a good car loan experience with SBI, the process was very smooth and everything was done in time. Documents were collected door step and my loan amount was approved within 2 days. The loan amount was for Rs 5.9 lakhs with the rate of interest of 8.95% which is nominal. Customer service w",1,,,
I have directly taken a car loan service from SBI the service was good the customer service was fine and the interest rate they offered me was good compare to others in the market it was totally a wonderful experience with SBI for my car loan service.,1,,,
The communication was good with State bank of India in regards to my car loan application. They just took short time to disburse my car loan amount. The customer support was prompt with state bank of India. The rate f interest is nominal and I can say low when compared with others banks rather it is bes,1,,,
"I have got the car loan with the State bank of India and the interest rate is around 8.35%, also the customer service is good one for me with them. The loan amount got disbursed within two to three days of time. Everything is perfectly fine for me with them.",1,,,
"Its really great bank. customer service is good, go with only official SBI agents, not private agents, processing was fast and easy, interest rate is also not that high. also the processing charges were waived off during (i think march ending offer).",1,,,
"Interest rate for the car loan is around 9.8%, at that time, SBI is the only bank with the interest rate of 9.8% for the car loan when other banks were quoting high interest rate. The entire loan process went good and the loan got sanctioned on time. Not even a single problem I had faced with SBI.",1,,,
"SBI gave me good experience on the car loan, through my friend I have taken the car loan. Bank took only four to five days to sanction the loan. I have purchased Maruthi ignis car, SBI offered requested amount with the interest rate of 8.9% it has part payment without any charges.",1,,,
I got a good deal from State Bank of India for the car loan. I got a rate of interest of around 8% and the process was also smooth. The person who was handling my file was very attentive and there are options of part payments and preclosure with no charges as I needed. The loan letter has not reached m,1,,,
During the initial phase when I approached SBI for the car loan they were too strict with respect to documentation process.As I had submitted all the required documents in one go the loan got approved within 3 hours of time. However they are yet to disburse the loan amount once after the car is deliver,0,,,
"Processing was done in one or two, it was happened in nationalized bank, luckily I do have any issues with SBI. But still they were quite friendly and I got best offer from SBI, I quite go for whole value of the car, they have fulfilled my requirements.",1,,,
I had a car loan experience with SBI. I bought the loan a year ago. They have disbursed my car loan within 6 to 7 days. Which is very quick and fast. The rate of interest is nominal with Sbi car loan department. I am happy with the loan amount they have provided. Overall it is a satisfied service with S,1,,,
"My perception of SBI, I thought they wont response to the customer's but in my case it was totally different. They have responded well on my car loan application they gave polite service. SBI interest rate and fee is low, compared to other competitor. My loan amount was Rs.3 lakhs for the tenure of fiv",1,,,
State bank of India provided a good deal on the car loan with a lesser rate of interest and processing fee. Just that they do not have a field staff. I had to go over to the bank and complete my paper works. The after loan services has also been perfect till date.,0,,,
"Got car loan with State bank of India for a interest rate of 9.25%, which was very low comparatively. SBI took around 24 hours to disburse my car loan. The documentation process was very good and smooth. Overall the service is really good with SBI.",1,,,
"My car loan experience with SBI was good, the process was smooth and i received my loan amount within the given time. The loan amount was for Rs 5.05 lakhs with nominal interest rate. My loan amount was based on the on-road price. Customer service was fine and the tenure of this loan is 7 year",1,,,
I had got the car loan from the STATE BANK OF INDIA and I have fore closed it. The customer support service is good with the STATE BANK OF INDIA and they give good response to the customers. They have sanctioned my car loan within 2 to 3 hours of time.,1,,,
My car loan is with State Bank of India. I never had any issues and I received the loan on time as well. The services and response is good and I also also closed the loan. It was a good experience and hassle free and the interest rate and charges were normal.,1,,,
"I have taken a Car loan with State bank of India,the loan amount is 2.12 lakhs,the rate of interest is low 9.5% as compared to others.Th tenure is 5 years.EMI amount is registered for an auto debit payments.They had processed the loan within 2-3 days of time.I have no additional charges.",1,,,
I have taken the car loan with the State bank of India and the customer service is good one. I would like to say that the response is very good one and the loan amount got disbursed within two days of time. I am happy with the State bank of India.,1,,,
STATE BANK OF INDIA has approved my car loan around a year ago. The customer support service is good with the STATE BANK OF INDIA and they have disbursed the loan amount within 15days of time. The rate of interest and the charges are low with the STATE BANK OF INDIA car loan service.,1,,,
"I have taken maruti suzuki car on the basis of this Loan. They gave me the loan immediately. It was taken a while back and they gave me an interest rate of 10%, which was at that time below the market standards. The overall experience with it has been pretty good.",1,,,
The document process is more than any private bank at SBI for the car loan. But the interest rate is very low and I have the pre payment options where I can repay the loan back any time without any lock in period which is not there with the other banks. Axis Bank and HDFC Bank had a six month lock in pe,0,,,
I do have the car loan with the State bank of India. The rate of interest was around 8%. Customer service was good one for me with them. I would like to say that the processing charges were nominal one for me with the State bank of India. I have not faced much issues with them,1,,,
I took auto mobile loan with State Bank of India before 1.5 years. I have done pre payments and it was a 3 year loan. They processed the loan immediately and very faster. The rate of interest and charges are best with SBI. The documents are collected by the executive.,1,,,
"I took car loan from SBI, then I foreclosed it, but bank gave me the good interest around 8.65% for the Suzuki Baleno car. The process was completed on time, and they were not charged any extra fee for the foreclosure it was good. I am very fine with SBI loan.",1,,,
The rate of interest 9 % which was comfortable for me with South Indian bank car loan department. The process is very fast with+2:17 South Indian bank and the customer support was good with South Indian bank. The payments will be through ecs for my Xcent car. It was a excellent experience with South indian b,1,,,
"This is a useless thing.. just making castles of reward points in air. Air miles \, coupons all rubbish... very difficult redeeming.. no simple options to redeem.. no simple mobile apps for redeeming.. and if u are stuck nobody picks ur call.. cheat u by saying pay minimum amount and then charge maximum",0,,,
Recently i took sbi prime credit card so that sales guy is completely fraud guy and service also very less and sbi charging annual fees 3600 rs per year. And easily hacked my card some other person . Security also very less. Customer care support also completely waste So my suggestion Don't take sbi cre,0,,,
Worst expirience.. i actually went to big bazar for shopping at tat tym some1 explained me abt card and offers. Infact i felt very good for offers. But in real tat all are fake. These people just by saying fake offers just they are seling. In return they are offering for 100rupees for there employees wh,0,,,
I am using SBI credit card from past 2yrs and I had a bad service with them. When we call to customer care they won't pick the call and the worst part is when we directly visit to office they are least bothered about customers.I'm suffering a lot with there service. I have sent a mail stating that I wan,0,,,
"My experience with SBI credit card in last 9 years have been really really bad. For many thing they charge some fine and they say it's customer fault. Their customer service is so rude. Customer service always behave rudely to customers. Enough\, will close the card soon and use other back card.",0,,,
"I have my credit card with SBI bank which was taken 1 year back.The credit limit was 52\,000 which is not satisfactory .The customer service and responses was up to the mark.There is no proper responses fro their end . The chargers are also very high . Also the bank is not recommendable.",0,,,
I have my credit card with SBI. They have opted for IRCTC International card but they have offered prime card which was disappointing. The given credit limit was not satisfactory.The customer service and responses was not good.Here there is no transparency also .My overall experience was not good.,0,,,
"My credit card was taken with SBI 7 months back. They have offered simply ave International card and the credit limit was 68,000 which is not satisfactory . The customer service and responses was not good at all. I am not satisfied with their on line banking also,. The fees and charges are also high.",0,,,
"My credit card was take with SBI for about 1 year. The credit limit was 40\,000 which is not satisfactory . The customer service and responses was not up to the mark. I hold simply save International card and there are no benefits of holding this card. The fees and charges are also high.",0,,,
"I have been using a credit card with Sbi \,the service was fine but the customer support needs to improvise. The interest rate and charges was fine with Sbi credit card department. They also provides me with good offers and schemes,it is fine experience with SBI credit card department.",0,,,
I am using Simply save card of State Bank Of India from last six months i am not at all happy with the bill payment option . I got a limit of 1.30 lakh and cash withdraw option is also there I receive reward points on using the card . Firstly they said there is no yearly charges but in first bill they a,0,,,
"I have my credit card with SBI which was taken months back.The charges are very high and the interest rates also so I am not satisfied at all , They have offered style up International card but there is no much benefits of holding it. My overall experience was not at all good. The credit limit was 50,0",0,,,
My credit card was taken with SBI 1 years back. The credit limit was 1lakhs and Its a domestic card. Their customers service and responses was not up to the mark . They are have delayed the process and the queries are not resolved. There is no proper followups also. I am not at all satisfied with their,0,,,
My credit card was taken with SBI . They have offered central select plus card and there is no much benefit also. There are some hidden charges here and the pre closure is after 1 years. The customer service and responses was not satisfactory. I would not recommend to others,0,,,
"My credit card was taken with SBI bank. They have offered style up card and the credit limit was 50,000. There are many hidden charge and no much benefits also. The custoemrs service and responses was bad. I have 24/7 helpline number also. My overall experience was not satisfactory.",0,,,
"I am not happy with the service of TATA SBI credit card service , I have closed them as because they use to charge me unnecessarily also not with good interest rate. Even their customer service was also not friendly and responsible ,I feel they need to improve more in their service.",0,,,
I have my credit card with SBI which was taken 2 years back and its an international card. i hold their AIR INDIA card. The credit limit was 3 lakhs and I am not satisfied with their customer service and responses so I have closed the account and not using it. My overall experience was not satisfactory,0,,,
"Service was not much I expected from SBI ,representatives and customer service was not helpful. I never get any offers from them till now , I feel they are not responsible and not coordinating much with customers so their service is average .",0,,,
"when I take credit card , they told many offers. But they has not given any offer on my credit card. I am holding this SBI credit card for past 2 years, Annual fees was 400rs, also they has provide interest on daily basis. They has taken lots of hidden charges and late fees payment, I have registered c",0,,,
"When I had been offered this card\, i was told it was a free for life card. After receiving the card, I had also called up the helpline and confirmed the same. But now I have been receiving reminders for payment of annual fees and have also been charged late payment charges. I called up the call centre",0,,,
SBI Bank credit card is not good. For no reason they used to charge rs 3000 yearly and on top of that they provide service tax as well and there is no benefits as such. The moment I got this card I used to charged some charges and for the first year I was given some benefits . Without getting any benef,0,,,
I am really not happy with the STATE BANK OF INDIA credit card . i did not even use it once and without any transaction they charged me 700 rupees and billed me . Customer service is not that good as i thought . the bank gave me a credit Limit of 20K and a cash withdraw option is also there and also a b,0,,,
"My credit card was taken with SBI 1.5 YEARS BACK . They have offered simply save International card and the credit limit was 46,000. The customer service and responses was up to the mark. The interest rate and charges are very high in the market in case of late payment. My overall experience was not sa",0,,,
State Bank of India has offered me a credit card. I am using this service for almost 8 months. I am not satisfied with the credit limit. The interest rate was high. The customer service and response was not satisfactory. I would suggest them to improve the service.,0,,,
I hold a SBI platinum credit card with a limit of 4 lakhs 50 thousand. I get 10% instant offer with bankbazaar. There is no annual charge. i have not done any EMI conversion. The customer service is not up to the mark. I am not satisfied with the customer support.,0,,,
SBI credit card service is also not satisfactory. I am using totally 6 credit cards. The credit limit was one lakhs but the services are not good. They are not giving good suggestions to the customers. The interest rate is high where other banks can do lesser.,0,,,
"From past 2 years i am using the credit card of State Bank Of India it has been a good experience . The bank gave me a credit limit of 21K and a cash withdraw limit of 4.3K , i get rewards points on using the card and there are no extra charges over the card . I am not happy with the customer service p",0,,,
"SBI bank provided me with very low credit limit for my Gold and more card, while asking them to increase the limit they had asked me take another card instead of the one am using now. I have been using this card for the past 3 years and am trying to close the card due to their lack of support from the",0,,,
"My credit card was taken with SBI 6 months back.They have offered visa card and the benefits are reward points here , I can use the points on amazon shopping. The customer service and responses was very bad . The credit limit was 20,000 which was not satisfactory.",0,,,
I have my credit card with SBI which was taken 6 months back. They have offered platinum card and I got reward points and cash back offers for this. My credit limit is 3 lakhs and I have 24/7 helpline number also. Their customer service and responses was not satisfactory and they have to improve.,0,,,
"I can say the service of SBI is not much than I expected ,representatives and customer service was helpful I don't find any fees and charges or an interest rate from their service till now . So as a overall it was a average service from SBI for my credit card service.",0,,,
"I never had any queries with the service of SBI bank ,customer support is very helpful and responsible. But offers also fine and regular,representatives where also helpful and responsible so overall it was a very good service from SBI bank credit card service.",1,,,
"Really happy with SBI as it has got very good online facility, I had placed a request for the credit card it was really fast they took around a days time and all the formalities were done by the agent who came to my place and it was done in the next 2 to 3 days once after the documents were collected.",1,,,
"The relationship with SBI visa credit card is good. They dont have good features in terms of balance transfer or It may in offers also,they have so much of drawback so that's why I dint ask to them to enhance my limit it has not been good experience.",0,,,
"Disappointed with SBI Credit card services, I am using this credit card for past 5 years. Rate of interest and Processing fees are high for EMI conversion. reward point is not good, they are not giving exact value for the reward points.Billing process is good, there are no hidden charges.",0,,,
"I got a bad impression with this IRCTC credit card, I got a call from SBI persons and i referred my friend to the credit card. They said every purchase in IRCTC has a cashback of certain amount, But actually the truth is it is with only for sleeper class. So they gave a fake promise",0,,,
I do have a credit card with State Bank of India. They are good interms of service but the credit limit was not satisfactory. The representative has promised me within 6 months limit will be upgraded into my account but not its more than 6 months still the limit remains the same. I hold a Simply Click c,0,,,
The only thing i am not happy about is that the tds is too much . The customer service was good from the bank side . The credit limit is about a lakh and i am happy with the limit . Bank gave me a cash withdraw option and a balance transfer option on the credit card . The provides bank offers on the car,0,,,
My credit card was taken with SBI almost a year now. They charging more interest rates. I can convert the money into money. I do get discount sometimes on E commerce sites. The credit limit was satisfactory. I never interacted with the customer support.,1,,,
SBI Credit card is the best they are providing very good response. The offers are not that frequent on this card. I am getting a fuel surcharge waiver of 100% . Mine is a gold and more card. They provide options for BT and BT on EMI for 2 months and the processing fee charged by them was rs 199 . They a,0,,,
"I am not satisfied with SBI credit card. Name of the card is GOLD PLATINUM credit card and I am holding this credit card for the past 8months. Specialty of the card is that there is no charges for balance transfer, but the prcoss was very slow. Overall i am satisfied with their service.",0,,,
"I have been holding a SBI Credit card. My only feedback for them is, I am unable to get in touch with the servicing team of SBI Credit card to covert the transactions in to EMI. I have recently used the card for flip kart transactions. I am not sure whether the transaction has been converted in to EMI",0,,,
The credit card which I am using from SBI is Gold card. I use this card mainly for my online trading and shopping. The customer service provided by them is pathetic as it is really tough to get connected with the customer service executives. The processing fee is high when compared to other banks and th,0,,,
The credit card which I am using from SBI is Gold card. I use this card mainly for my online trading and shopping. The customer service provided by them is pathetic as it is really tough to get connected with the customer service executives. The processing fee is high when compared to other banks and th,0,,,
"I am unhappy with the service rendered by SBI. First of all, the credit limit offered by them is very less. Hence I decided to close the card, they said that they will increase the limit no need to close the card. So, they gave me a new card, however did not increase the limit and I called the contact",0,,,
I don't use SBI platinum credit card much and there are some reward schemes. SBI credit card acceptance is too high and we can use that in all the places so I choose SBI credit card whenever I go out. SBI is improving their customer service and I too recommend them to improve better. I am getting discou,1,,,
"I had applied Credit card from the Public sector bank STATE BANK OF INDIA. My recent applications are all rejected, but i didn't know the reason. I applied third time for credit card for SBI by online partner. The best feature is we will get huge rewards benefits when we use the card in online and tie",0,,,
